Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[235]    0.0    0.00    0.00       2         std::_Miter_base<std::_Bit_const_iterator>::iterator_type std::__miter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator) [235]
                0.00    0.00       2/4           std::_Iter_base<std::_Bit_const_iterator, false>::_S_base(std::_Bit_const_iterator) [199]
-----------------------------------------------
                0.00    0.00       2/2           std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [276]
[236]    0.0    0.00    0.00       2         std::_Niter_base<std::_Bit_const_iterator>::iterator_type std::__niter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator) [236]
                0.00    0.00       2/4           std::_Iter_base<std::_Bit_const_iterator, false>::_S_base(std::_Bit_const_iterator) [199]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<int, std::allocator<int> >* std::__uninitialized_move_if_noexcept_a<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [50]
[237]    0.0    0.00    0.00       2         std::move_iterator<std::vector<int, std::allocator<int> >*> std::__make_move_if_noexcept_iterator<std::vector<int, std::allocator<int> >*, std::move_iterator<std::vector<int, std::allocator<int> >*> >(std::vector<int, std::allocator<int> >*) [237]
                0.00    0.00       2/2           std::move_iterator<std::vector<int, std::allocator<int> >*>::move_iterator(std::vector<int, std::allocator<int> >*) [227]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<char, std::allocator<char> >::~vector() [232]
[238]    0.0    0.00    0.00       2         void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&) [238]
                0.00    0.00       4/4           void std::_Destroy<char*>(char*, char*) [204]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<Worker*>::allocator() [248]
[239]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Worker*>::new_allocator() [239]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<Worker*>::~allocator() [249]
[240]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<Worker*>::~new_allocator() [240]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [221]
[241]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [241]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [259]
[242]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [242]
                0.00    0.00       1/3           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::max_size() const [206]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [250]
[243]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [243]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [251]
[244]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [244]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [211]
[245]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [245]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [264]
[246]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [246]
                0.00    0.00       1/3           __gnu_cxx::new_allocator<unsigned long>::max_size() const [207]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [15]
[247]    0.0    0.00    0.00       1         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_check_len(unsigned long, char const*) const [247]
                0.00    0.00       4/7           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [174]
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::max_size() const [218]
                0.00    0.00       1/3000033     unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [116]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_impl::_Vector_impl() [255]
[248]    0.0    0.00    0.00       1         std::allocator<Worker*>::allocator() [248]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<Worker*>::new_allocator() [239]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_impl::~_Vector_impl() [256]
[249]    0.0    0.00    0.00       1         std::allocator<Worker*>::~allocator() [249]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<Worker*>::~new_allocator() [240]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [260]
[250]    0.0    0.00    0.00       1         std::allocator<std::vector<int, std::allocator<int> > >::allocator() [250]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [243]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [261]
[251]    0.0    0.00    0.00       1         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [251]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [244]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bit_iterator std::__copy_move_a<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [272]
[252]    0.0    0.00    0.00       1         std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [252]
                0.00    0.00       1/10          std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [164]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bit_iterator std::__copy_move_a<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [273]
[253]    0.0    0.00    0.00       1         std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [253]
                0.00    0.00       1/10          std::operator-(std::_Bit_iterator_base const&, std::_Bit_iterator_base const&) [164]
-----------------------------------------------
                0.00    0.00       1/1           unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [271]
[254]    0.0    0.00    0.00       1         unsigned long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long>(unsigned long const*, unsigned long const*, unsigned long*) [254]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_base() [257]
[255]    0.0    0.00    0.00       1         std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_impl::_Vector_impl() [255]
                0.00    0.00       1/1           std::allocator<Worker*>::allocator() [248]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Worker*, std::allocator<Worker*> >::~_Vector_base() [258]
[256]    0.0    0.00    0.00       1         std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_impl::~_Vector_impl() [256]
                0.00    0.00       1/1           std::allocator<Worker*>::~allocator() [249]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Worker*, std::allocator<Worker*> >::vector() [268]
[257]    0.0    0.00    0.00       1         std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_base() [257]
                0.00    0.00       1/1           std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_impl::_Vector_impl() [255]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Worker*, std::allocator<Worker*> >::~vector() [73]
[258]    0.0    0.00    0.00       1         std::_Vector_base<Worker*, std::allocator<Worker*> >::~_Vector_base() [258]
                0.00    0.00       1/8           std::_Vector_base<Worker*, std::allocator<Worker*> >::_M_deallocate(Worker**, unsigned long) [167]
                0.00    0.00       1/1           std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_impl::~_Vector_impl() [256]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_default_append(unsigned long) [15]
[259]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [259]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [242]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [262]
[260]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [260]
                0.00    0.00       1/1           std::allocator<std::vector<int, std::allocator<int> > >::allocator() [250]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [263]
[261]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [261]
                0.00    0.00       1/1           std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [251]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [269]
[262]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [262]
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [260]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [57]
[263]    0.0    0.00    0.00       1         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [263]
                0.00    0.00       1/2           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [221]
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [261]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [84]
[264]    0.0    0.00    0.00       1         std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [264]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [225]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [246]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* std::uninitialized_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*) [74]
[265]    0.0    0.00    0.00       1         std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*) [265]
                0.00    0.00       1/1           bool std::operator!=<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [283]
-----------------------------------------------
                0.00    0.00       1/1           main [4]
[266]    0.0    0.00    0.00       1         std::vector<Worker*, std::allocator<Worker*> >::end() [266]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > >::__normal_iterator(Worker** const&) [213]
-----------------------------------------------
                0.00    0.00       1/1           main [4]
[267]    0.0    0.00    0.00       1         std::vector<Worker*, std::allocator<Worker*> >::begin() [267]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<Worker**, std::vector<Worker*, std::allocator<Worker*> > >::__normal_iterator(Worker** const&) [213]
-----------------------------------------------
                0.00    0.00       1/1           main [4]
[268]    0.0    0.00    0.00       1         std::vector<Worker*, std::allocator<Worker*> >::vector() [268]
                0.00    0.00       1/1           std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_base() [257]
-----------------------------------------------
                0.00    0.00       1/1           Context::Context() [103]
[269]    0.0    0.00    0.00       1         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [269]
                0.00    0.00       1/1           std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [262]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [84]
[270]    0.0    0.00    0.00       1         std::vector<bool, std::allocator<bool> >::begin() [270]
-----------------------------------------------
                0.00    0.00       1/1           unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [274]
[271]    0.0    0.00    0.00       1         unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [271]
                0.00    0.00       1/1           unsigned long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long>(unsigned long const*, unsigned long const*, unsigned long*) [254]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [275]
[272]    0.0    0.00    0.00       1         std::_Bit_iterator std::__copy_move_a<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [272]
                0.00    0.00       1/1           std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [252]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [276]
[273]    0.0    0.00    0.00       1         std::_Bit_iterator std::__copy_move_a<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [273]
                0.00    0.00       1/1           std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [253]
-----------------------------------------------
                0.00    0.00       1/1           unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [277]
[274]    0.0    0.00    0.00       1         unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [274]
                0.00    0.00       3/5           std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*) [198]
                0.00    0.00       1/1           unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [271]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bit_iterator std::copy<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [278]
[275]    0.0    0.00    0.00       1         std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [275]
                0.00    0.00       3/4           std::_Niter_base<std::_Bit_iterator>::iterator_type std::__niter_base<std::_Bit_iterator>(std::_Bit_iterator) [203]
                0.00    0.00       1/1           std::_Bit_iterator std::__copy_move_a<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [272]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [279]
[276]    0.0    0.00    0.00       1         std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [276]
                0.00    0.00       2/2           std::_Niter_base<std::_Bit_const_iterator>::iterator_type std::__niter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator) [236]
                0.00    0.00       1/4           std::_Niter_base<std::_Bit_iterator>::iterator_type std::__niter_base<std::_Bit_iterator>(std::_Bit_iterator) [203]
                0.00    0.00       1/1           std::_Bit_iterator std::__copy_move_a<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [273]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [104]
[277]    0.0    0.00    0.00       1         unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [277]
                0.00    0.00       2/2           std::_Miter_base<unsigned long*>::iterator_type std::__miter_base<unsigned long*>(unsigned long*) [233]
                0.00    0.00       1/1           unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [274]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [84]
[278]    0.0    0.00    0.00       1         std::_Bit_iterator std::copy<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [278]
                0.00    0.00       2/2           std::_Miter_base<std::_Bit_iterator>::iterator_type std::__miter_base<std::_Bit_iterator>(std::_Bit_iterator) [234]
                0.00    0.00       1/1           std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [275]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [104]
[279]    0.0    0.00    0.00       1         std::_Bit_iterator std::copy<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [279]
                0.00    0.00       2/2           std::_Miter_base<std::_Bit_const_iterator>::iterator_type std::__miter_base<std::_Bit_const_iterator>(std::_Bit_const_iterator) [235]
                0.00    0.00       1/1           std::_Bit_iterator std::__copy_move_a2<false, std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [276]
-----------------------------------------------
                0.00    0.00       1/1           std::fill(std::_Bit_iterator, std::_Bit_iterator, bool const&) [86]
[280]    0.0    0.00    0.00       1         void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [280]
                0.00    0.00       2/5           std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*) [198]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [281]
-----------------------------------------------
                0.00    0.00       1/1           void std::fill<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [280]
[281]    0.0    0.00    0.00       1         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a<unsigned long*, int>(unsigned long*, unsigned long*, int const&) [281]
-----------------------------------------------
                0.00    0.00       1/1           bool std::operator!=<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [283]
[282]    0.0    0.00    0.00       1         bool std::operator==<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [282]
                0.00    0.00       2/2           std::move_iterator<std::vector<int, std::allocator<int> >*>::base() const [217]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*>, std::move_iterator<std::vector<int, std::allocator<int> >*>, std::vector<int, std::allocator<int> >*) [265]
[283]    0.0    0.00    0.00       1         bool std::operator!=<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [283]
                0.00    0.00       1/1           bool std::operator==<std::vector<int, std::allocator<int> >*>(std::move_iterator<std::vector<int, std::allocator<int> >*> const&, std::move_iterator<std::vector<int, std::allocator<int> >*> const&) [282]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

  [58] _GLOBAL__sub_I_g_context (main.cpp) [253] std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [83] std::vector<bool, std::allocator<bool> >::resize(unsigned long, bool)
   [1] BFSSingleThread(int)  [254] unsigned long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long>(unsigned long const*, unsigned long const*, unsigned long*) [100] std::vector<bool, std::allocator<bool> >::vector()
 [102] __static_initialization_and_destruction_0(int, int) (main.cpp) [176] Worker** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Worker*>(Worker* const*, Worker* const*, Worker**) [202] std::vector<bool, std::allocator<bool> >::~vector()
   [5] Reader::Read(Context*) [66] int* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<int>(int const*, int const*, int*) [21] std::vector<bool, std::allocator<bool> >::operator[](unsigned long)
 [144] Worker::JoinAndUpdateResult(BFSResult&) [36] void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [197] std::vector<char, std::allocator<char> >::_M_fill_initialize(unsigned long, char const&)
 [146] Worker::Work()        [166] void std::_Destroy_aux<true>::__destroy<Worker**>(Worker**, Worker**) [160] std::vector<char, std::allocator<char> >::vector(unsigned long, char const&, std::allocator<char> const&)
   [2] Worker::BFSThread()   [220] void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [232] std::vector<char, std::allocator<char> >::~vector()
 [137] Worker::Worker(int, int) [63] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [27] std::vector<char, std::allocator<char> >::operator[](unsigned long)
 [103] Context::Context()    [177] std::_Vector_base<Worker*, std::allocator<Worker*> >::_M_allocate(unsigned long) [53] std::vector<int, std::allocator<int> >::_M_erase_at_end(int*)
 [143] BFSResult::Update(BFSResult) [255] std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_impl::_Vector_impl() [7] void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int const&>(int const&)
 [129] BFSResult::Update(int) [256] std::_Vector_base<Worker*, std::allocator<Worker*> >::_Vector_impl::~_Vector_impl() [28] std::vector<int, std::allocator<int> >::end()
 [132] BFSResult::BFSResult() [167] std::_Vector_base<Worker*, std::allocator<Worker*> >::_M_deallocate(Worker**, unsigned long) [17] std::vector<int, std::allocator<int> >::begin()
 [171] __gnu_cxx::new_allocator<Worker*>::deallocate(Worker**, unsigned long) [150] std::_Vector_base<Worker*, std::allocator<Worker*> >::_M_get_Tp_allocator() [23] std::vector<int, std::allocator<int> >::clear()
